asteroid_id,mass,size,velocity,direction_x,direction_y,direction_z,position_x,position_y,position_z,attraction_x,attraction_y,attraction_z
932,1.7583434105329795e+17,291.95,46.36,587441.21,147158.99,774234.92,337458.91,93400.34,616104.24,-11942075099.914455,-61218204966.00434,2974931252.764571
933,5.409971842601383e+17,150.5,27.01,731862.72,61079.6,883445.95,761607.66,273218.03,40193.5,34786129746.36226,-12959181675.437645,-81845851284.21191
934,2.980331428192098e+17,232.33,5.38,464751.85,64906.35,818131.9,698554.86,64770.36,340219.31,21534365329.00214,-37858177276.37835,-8726225205.75312
935,3.403208865426581e+17,451.86,11.56,304003.29,618382.28,960966.77,658027.45,962177.23,585468.48,17446719281.358696,49242662486.009,4664234704.396111
936,2.1709653002410026e+17,83.34,13.74,144760.47,752696.56,412917.07,53385.98,166531.61,250197.01,-31534649384.119125,-16522064340.73249,-4512974999.668288
937,7.46326752301915e+17,370.35,37.87,414717.4,567232.06,809784.83,241968.15,529771.63,981107.16,-36516956395.55476,2809609751.1877666,109545287897.41083
938,4.3560661465008256e+17,111.84,10.82,556312.47,232507.79,218478.36,843591.1,100606.79,800499.11,34440018101.10806,-44436274960.97989,14567378719.664627
939,7.956766634358472e+17,24.19,43.16,63061.39,185373.2,512981.95,781143.86,896868.11,944742.06,30019042526.308754,70398307598.8597,36759314647.214325
940,6.344783305575199e+17,600.65,27.25,49945.35,969321.3,373394.5,527849.02,70198.52,828695.08,-31020018906.584084,-67379890176.29022,27883595160.426044
941,6.289983928883002e+17,891.25,30.5,217453.18,179369.66,5049.27,194017.69,60546.67,301025.64,-28603177407.982235,-89494854049.73781,10083664059.090372
942,3.454495661605396e+17,868.68,8.38,679305.61,463924.82,774724.89,549743.55,483264.17,336292.29,4223615982.1458344,1438393077.5975196,-13175770980.588581
943,9.480914302085796e+17,569.29,13.41,42157.56,145482.78,88225.05,273821.25,616044.25,769667.34,-49948367338.827034,41959669410.40755,71384833963.12772
944,6.543528799403882e+17,883.63,38.04,460865.01,839280.27,753277.76,96336.19,972681.58,510722.89,-29208025708.411167,154609423143.86334,-31179971016.44977
945,7.894438989299697e+17,805.73,12.59,988291.12,302617.24,548877.71,416443.62,373460.88,880879.92,-9258096955.20628,-43854315424.01452,110648975424.69427
946,5.005310809744167e+17,17.99,44.05,450925.8,77198.28,774810.55,239983.78,821826.75,235750.99,-21062316288.200455,29917971111.60778,-29484722147.244926
947,8.749073962568138e+17,79.55,49.33,917545.36,689264.55,114121.95,700786.86,241054.64,858628.78,39289103734.85925,-42321038638.0294,61153022729.59961
948,1.9403329134304438e+17,79.32,12.47,440186.01,200675.53,425493.25,201470.94,525517.07,787288.93,-20724453634.741295,-5415825709.318958,6691448794.881573
949,4.290350353845e+16,890.22,11.7,192969.0,796643.17,545392.75,420073.05,240809.49,824954.81,-1204849667.2325249,-1818904171.7589543,4935325073.325113
950,4.185325377653009e+17,649.63,13.41,824666.86,913141.03,963690.09,730423.54,646702.96,12602.13,20482355838.858864,17328878886.454647,-61573459790.7638
951,5.747397379912617e+17,573.05,30.12,246042.77,326539.68,700522.44,83651.93,915633.59,899867.84,-55608519741.12629,44009580338.320114,42396880997.22379
952,7.036620467493875e+17,770.01,29.82,827914.11,811579.13,5647.47,203556.98,625852.84,687063.28,-70157996156.8911,23344711025.424152,34967756614.56047
953,5.6004502017932826e+17,29.11,25.56,862363.93,429365.32,166239.84,175683.42,264684.21,474427.35,-51110842638.65938,-30778330622.33846,2930197563.546367
954,8.556031566248287e+17,95.29,29.42,262356.48,986648.06,114199.78,112836.04,110063.88,269648.64,-92072634615.32904,-86421667131.47302,-15208764273.551952
955,3.726426606707093e+17,483.4,28.2,215514.73,958170.02,611643.23,830315.57,169979.57,62794.72,21925316518.636383,-27935071665.501053,-34708851630.62105
956,5.1482471109112845e+17,567.9,45.59,711922.28,467225.56,805360.41,981721.53,275874.01,771716.22,59999728538.26898,-1941414383.4352083,60633601070.01303
957,7.475470607718147e+17,570.62,29.44,943592.35,987679.38,615746.43,354474.25,157205.42,779923.8,-35653000325.059135,-64615845591.44789,34560488490.0564
958,3.978971567957748e+17,392.23,5.99,924515.5,465558.97,22972.29,229896.29,386610.55,179194.26,-20622708844.847733,-1956826563.179431,-40673525885.66458
959,4.106147752404075e+17,206.53,37.34,590764.37,738648.89,281382.32,591792.34,523778.49,835742.89,-42289204580.87733,-428562380174.0473,-174811639298.97137
960,3.717849672758862e+17,203.0,7.27,224394.98,313669.39,992014.35,406543.12,935780.19,857234.17,688299059.1976416,52866031837.7997,46876131084.70362
961,4.177037751562279e+17,600.27,35.62,374919.55,257825.97,345656.43,572758.63,904991.8,928600.14,14408156428.266542,38039239701.91231,45223712943.89335
962,5.426192191453243e+17,856.78,21.82,969807.93,493503.69,41260.16,629571.07,657964.03,472467.38,29179203217.34773,-7410905811.728899,-51944247671.795105
963,8.719926944618203e+17,519.22,46.56,318289.88,219436.63,808672.24,518564.21,970580.09,836013.64,11682360029.343206,138119913813.0281,48177529309.91907
964,3.832520633235579e+17,371.35,8.7,317892.78,352033.86,471984.38,753388.04,594719.08,9585.83,22613173038.112835,7382913068.169329,-57755699979.10648
965,1.8650686461990744e+16,620.54,33.96,419836.96,291131.6,581909.75,899465.08,994823.19,857691.66,663950454.688063,2533338387.2881193,1046384099.8191133
966,9.596484640175493e+17,71.54,24.8,149143.72,857262.46,116349.94,840029.1,58910.01,287737.09,88017288368.5737,-114202561616.63858,-19220893607.792408
967,8.260244821680861e+17,648.41,25.81,299041.67,201423.3,281213.06,563236.0,23632.35,856148.92,1940506352.480404,-140769086276.4925,87096973572.8227
968,1.5469161516311418e+16,115.48,29.52,771986.09,123896.35,571545.65,966776.17,451272.86,457509.65,2334123146.733076,-457394005.200544,103951226.8316172
969,3.0230016362654886e+17,615.6,33.98,705931.26,298431.64,680955.84,349232.65,403819.66,333319.39,-15249357718.778902,-7526626822.795361,-7622028004.297077
970,8.781279511934341e+17,732.55,29.69,869327.15,565027.43,989848.5,283616.51,786033.68,727973.09,-8035307453.530853,116752582453.82854,88350994684.42453
971,9.619690443546986e+16,963.24,24.33,872004.2,664574.57,661993.76,658503.24,668921.0,963520.54,4867525995.859957,5468306673.578349,12679921839.72887
972,1.8332231812609277e+17,976.54,35.45,860449.17,943853.16,720470.48,110075.24,701581.55,757385.83,-16641074525.980091,-1470058609.8019187,20706736250.92447
973,6.995304669928168e+17,984.59,38.49,760456.58,955505.53,951087.1,750946.26,291744.82,749557.55,37552024403.88124,-56049648242.33885,35740308674.75186
974,7.774470676923745e+17,211.67,15.39,158253.6,271397.28,276382.24,908512.18,314548.4,664692.19,98493045826.95624,-810646010.5413799,5437239664.350656
975,1.8252908285803472e+17,212.98,41.11,726436.59,593472.85,201735.32,599226.29,634965.18,724385.53,6691937262.39867,9008239248.438534,8755754681.170187
976,7.504198457433605e+17,365.12,49.8,102454.75,231316.75,3121.21,993987.42,141816.21,785015.15,94513877124.89993,-61366941375.52048,32899067863.53735
977,3.676981687759054e+17,745.47,19.29,28975.59,197392.64,392457.73,362533.26,610451.59,569571.41,5190107539.413216,-9503962082.497496,-1406627334.435525
978,9.500317457374185e+17,53.66,16.71,609724.66,678415.32,957451.95,111456.1,954152.27,725713.89,-69594434283.17755,100971873054.09752,59434490907.75775
979,4.6478982125812595e+17,533.81,40.88,316321.49,239257.33,821540.01,807135.19,813414.43,639758.87,29396088231.10888,35524263704.898506,1987149604.649722
980,6.469164793631479e+17,495.89,41.07,392271.46,898206.78,577323.97,933455.63,228695.5,318888.27,78714085641.05998,-38891372506.457245,-10597468867.948036
981,3.443800777171103e+17,220.43,39.19,547458.36,459574.36,314411.75,360120.43,156960.5,654654.4,-12704446890.676811,-31591180057.27202,10294016292.908112
982,3.3555601455147923e+17,129.95,21.65,215461.49,294546.21,801889.32,719748.91,201979.09,65114.4,-15638077672.56505,-62870900231.03717,-89573215258.88611
983,4.253412826572833e+17,503.6,37.25,80185.05,987074.34,817368.22,374018.93,758814.81,507399.0,-910876238.699606,29757660854.782906,-4782216244.657631
984,7.501006346885203e+16,60.78,35.62,407468.78,980875.3,278178.78,516429.84,443977.11,866747.39,-615467563.7957584,-1212434955.4500842,8635562360.929619
985,9.157092960066281e+17,867.03,41.15,170423.72,154577.64,509251.68,897832.1,248738.21,978447.23,101335394063.92801,-26906748140.656567,109997362065.98799
986,6.12889305857084e+17,673.7,35.05,535697.52,435662.82,538600.34,361255.1,469084.3,830595.9,-11607367342.78571,1694702003.5717354,55974989613.67619
987,5.767854418936101e+17,856.63,34.44,760908.28,665881.5,865400.67,853846.09,889841.83,146649.73,-84992842.31011581,46755771535.761826,-72937152215.66174
988,9.697935720079063e+17,474.05,21.39,510769.72,965185.27,424716.74,558387.26,297356.4,84103.52,-6656858678.338909,-40660923085.588394,-138197506418.0649
989,1.290858213526799e+16,301.04,9.12,536424.86,283110.69,628345.05,831571.65,487059.29,748484.58,1421315201.2584672,209627041.2549005,666852053.6000848
990,2.7350312538765494e+17,212.23,11.67,127817.86,133169.93,954213.43,53518.71,387397.23,478881.67,-43993048760.121994,-9543622838.203444,-5103460407.806805
991,6.471534381721172e+17,413.0,33.39,168462.16,956966.66,4532.37,878039.51,753929.54,502774.89,64502093054.254616,35324629565.176056,27143526834.706726
992,7.054150893636434e+17,398.79,47.2,702734.48,315898.16,876752.96,782279.85,824882.0,302575.29,40194972420.17821,61571485540.75061,-45386044577.26862
993,2.6030105433566282e+17,748.85,14.92,788070.39,21260.41,344361.01,574081.7,690759.12,806478.87,1288654024.110034,4818655329.2782545,18401187126.983505
994,8.704174319116637e+17,253.68,33.38,733779.46,814097.49,909901.14,489528.59,786430.39,238581.53,2602800116.4233503,61649088358.41389,-79128742852.72751
995,9.565125864284563e+17,457.92,12.59,396095.01,383233.53,20595.19,593960.75,432641.16,302487.65,-29572047865.540043,90125404905.84059,-12456505941.867065
996,1.3299709616896958e+17,463.81,8.34,245612.51,277221.37,945921.45,894115.65,518177.07,862172.36,12395387225.104206,847145110.885897,9019180073.222492
997,6.3382174589773e+17,817.42,15.5,794531.81,126405.85,223038.81,131423.7,721595.38,890647.4,-53951908299.963,9351953575.15627,41474613235.12598
998,6.905301176067967e+17,70.13,48.68,610385.46,517974.26,849492.76,842243.88,177254.85,878460.34,73155118801.98299,-54139254158.01978,42137544326.692085
999,4.148416394710831e+17,841.17,43.43,494863.88,662418.58,460479.88,436970.61,536155.35,522961.42,-11650440072.722507,-1230224548.1197991,46676914275.77153
1000,2.0144302132101165e+17,444.43,29.73,516180.69,195461.57,566834.14,171577.44,338949.11,762483.95,-10664167512.49459,-7771544261.498158,4867644219.762947
1001,6.555019802907071e+17,961.31,9.16,322954.83,935170.66,482217.03,952956.07,763364.86,398063.12,101707968380.90137,42829458639.91702,-31197454856.63797
1002,4.704871690177742e+17,588.21,16.71,495952.03,499540.35,240237.6,944982.15,79745.29,439737.29,50235606511.35373,-38467696532.95703,-2685772505.8600483
1003,5.4599247685047744e+17,774.98,14.56,339388.72,363920.63,202975.77,574052.42,178358.1,751572.48,29333755024.52053,-47883568175.362274,33788180005.441
1004,4.630218454061162e+17,70.61,29.97,7060.31,596692.91,232665.2,254096.79,447977.88,12207.79,-11955930570.865292,-10540146025.779383,-67667084575.61032
1005,3.989419569047989e+16,156.15,6.28,519402.6,127156.23,605698.57,16429.3,136170.05,24066.1,-4229184121.39415,-1805743849.5777628,-3657550889.609332
1006,8.302577708237234e+17,136.39,9.76,217845.25,962386.25,357389.94,896046.97,265468.73,681279.46,82445819493.35632,-27804277610.336082,4109313668.9067903
1007,6.788055894952488e+17,100.01,30.98,107534.07,640988.1,146563.18,776964.57,662514.36,266566.66,48511048988.21307,32106445303.891266,-43645732169.74164
1008,9.408227684604483e+17,60.76,8.02,336266.61,54717.07,803058.98,918694.17,968238.4,614697.56,86487161380.02213,108782020728.86472,24342711945.623024
1009,4.747294340696543e+17,836.46,44.89,899393.95,886601.02,256295.07,662353.22,315857.29,948114.63,13775171723.284933,-12085525461.091948,67658749455.368576
1010,2.6380243610414246e+17,741.06,9.61,591167.52,186143.17,769559.15,12812.63,159302.99,556549.87,-35669478942.76552,-16337102148.15083,314981498.8441894
1011,4.495807726764277e+17,632.23,38.72,426588.89,20546.7,335139.15,812626.71,114918.19,547678.86,35540034604.46549,-48527982482.09007,221988145.17921352
1012,6.588912037776192e+17,25.98,33.78,479610.46,3038.03,147974.81,426331.58,85753.96,556086.0,-20092902646.430275,-74205792707.46332,20717890312.766663
1013,2.8752312225606976e+17,755.52,36.25,312712.8,822513.37,179217.77,622789.71,681982.64,327293.89,10228897064.552923,13601281976.558138,-20063396741.994484
1014,4.535814932452209e+17,509.98,32.06,811550.56,739748.11,295096.79,837486.82,357585.99,613288.22,44988403444.58028,-16389582247.151968,1423927184.084817
1015,9.055488828997395e+17,239.76,35.77,823793.0,458918.43,192033.62,322207.95,974947.97,325176.98,-4217133799.4378424,131276555009.32635,-34234133692.043064
1016,3.719198093640104e+17,504.17,21.69,711115.67,437907.77,342834.71,633322.43,860225.21,136023.36,10138074548.51527,34986073933.3487,-30740137610.831905
1017,8.741210654654035e+17,574.49,13.06,426729.09,965346.96,101719.51,172842.38,910598.36,484309.58,-37116750070.64035,140293422484.97168,-40705043484.552124
1018,3.3205578962942566e+17,995.56,29.95,153000.66,311005.09,478150.92,26801.77,90659.25,997488.78,-28017856240.7286,-26118717831.560097,37036438287.18019
1019,1.558740711829625e+17,149.78,25.53,63176.12,347657.11,996950.58,635555.59,304153.19,347734.86,7943248649.813431,-4523160042.559551,-4126846617.729085
1020,6.903153473291299e+17,816.33,7.89,300499.44,514107.33,709468.69,370122.35,917042.66,823131.96,-51119398392.287636,77322618769.71411,58770710508.946976
1021,7.00332645858135e+17,764.6,49.78,450139.68,461727.03,378337.81,978084.51,694022.92,811177.8,91255423088.01334,-15345717749.018215,32728189775.330235
1022,4.9535448959664474e+17,120.78,9.13,191542.23,93033.42,601212.37,914480.96,238810.61,721342.3,72892667361.48665,-41501587171.90104,45427701495.97029
1023,7.583842617007892e+17,297.25,12.25,905122.62,256050.75,979150.43,936024.87,657986.84,482570.84,58973170223.62451,-3912544453.324067,18075446604.284267
1024,9.027926263739277e+17,342.73,26.11,271961.63,270701.25,542880.83,570651.96,841816.26,283679.81,-49740844612.14351,140030747566.21423,-28422353676.608418
1025,8.237703836310821e+17,915.24,5.39,401789.22,299294.05,960794.42,376248.49,25732.37,342333.35,-42349548028.74264,-50430583190.81211,-61433214895.032875
1026,7.54994675662528e+17,216.19,39.09,658817.2,219601.25,156286.66,567897.66,877088.48,474802.68,12816082608.98513,92625648772.70743,-14512246246.877571
1027,4.500150902405751e+16,153.62,22.72,958935.28,420067.88,143885.56,121868.78,441198.12,459837.25,-4779815654.799623,-81112186.95985371,-1390617600.488087
1028,8.502873900745706e+17,329.1,39.07,985446.64,897140.92,151373.11,892301.37,465794.3,713251.26,96679820463.25613,2971659744.25054,38751036461.60083
1029,8.691637405884137e+17,45.24,42.56,74870.0,794082.07,732653.72,117683.69,310811.19,767976.13,-98363994041.38799,-51740936756.34809,40522755800.220245
1030,1.0861962513766536e+17,920.07,42.35,455725.59,551319.21,497139.56,658012.92,871768.88,47038.42,3822984358.0676093,7631347315.195454,-12629478928.41372
1031,3.065185322665232e+17,127.54,5.71,273026.1,733183.8,790150.06,360344.02,706222.83,868381.19,-67537390834.64042,62018547096.03621,-58947940633.03579
1032,6.653440691113507e+17,420.26,18.56,999499.29,967811.44,982474.71,151090.03,974465.81,96106.06,-28186092177.493725,71115146428.72151,-51580956340.959915
1033,1.7092193975365594e+17,165.78,33.39,318438.47,964200.12,785871.87,650648.52,267883.65,488521.12,13516852410.26149,-7795005543.864851,-7886462230.099953
1034,4.016293570372663e+17,157.56,13.37,78478.94,933302.07,585485.49,266366.61,823084.02,487747.97,-18305999440.81302,37943698804.69138,-6276569797.341483
1035,6.909299108558953e+17,931.46,35.48,281478.12,93784.08,363631.09,479499.19,292292.23,298274.2,-21799414972.23713,-49757696538.73154,-24516040285.269913
1036,3.940078807593252e+17,475.28,18.32,212787.49,133035.79,648599.88,912146.06,712466.5,81759.36,34815888795.295876,12922005719.59781,-35731275412.87569
1037,3.950187400419607e+17,98.67,9.73,221057.61,408904.96,809574.22,869610.92,978479.73,256846.18,21796922498.65268,47090572940.18321,-17845520191.168537
1038,6.248735316468468e+17,895.93,10.24,409435.98,303786.5,852724.3,655272.52,393740.25,474239.98,33951243932.752144,-24843454006.283974,6932275398.520334
1039,4.417172463611358e+17,204.82,32.28,78376.39,278481.66,257608.66,285791.69,595674.58,260379.19,-22016547754.9094,-10485871824.625116,3591070150.8938446
1040,3.0383908588990886e+17,209.87,8.57,345194.37,208337.96,490548.68,910113.68,789724.61,83143.21,65632150589.53518,27741426395.44805,-32552942104.351044
1041,7.590632765966284e+17,779.3,13.93,150917.65,68132.43,16698.33,889877.99,665620.67,146098.27,70050035821.71974,37537455249.24509,-62403325436.88536
1042,9.162493384529385e+17,430.65,21.96,870378.11,538116.41,394203.22,856459.68,150127.59,27038.3,65510919619.281876,-103932380544.75969,-110101024823.20282
1043,5.821397373893656e+17,244.15,38.4,224135.68,977743.87,312764.77,304551.35,92773.02,126037.19,-28056636266.423134,-66342370094.40989,-35722001495.80988
1044,4.520298724976303e+17,891.19,22.0,857488.34,848736.83,925897.02,327480.29,939809.05,433617.13,-24862311370.016663,50527232339.599304,7710459396.48138
1045,7.310007045267754e+17,934.63,13.67,736326.32,312562.02,220411.12,279831.36,200663.26,397117.59,-44698362285.9758,-57997095675.74508,-15551635194.716288
1046,7.085354191649875e+17,517.55,48.55,580889.21,996213.81,169604.52,812699.64,472110.26,972210.41,48857213931.756226,18045666695.563416,106238411685.65909
1047,6.270412354149005e+17,236.95,19.29,191373.81,182080.67,960192.8,287467.89,275391.11,991499.47,-12276920550.274021,-48736095249.0039,102476647422.3518
1048,6.36821172504586e+16,640.37,19.71,164231.04,915365.52,87206.8,555771.59,537610.3,606274.52,1598230702.1972222,69210568.0444377,2800017275.027896
1049,8.252353779721176e+17,195.41,43.05,862366.3,952310.37,242949.65,407799.02,398505.64,842316.02,-9204019196.39947,-59719944299.33007,46222401393.31024
1050,3.435364828133319e+17,207.43,17.67,352235.25,320121.07,608505.57,997680.98,428359.66,295099.69,61160141907.98361,-5751104230.507319,-14483777289.816605
1051,8.829907947542039e+17,588.9,25.61,659267.41,240468.49,477420.87,518558.02,836756.82,994158.95,18878246994.756367,26288368623.778214,157007180286.35773
1052,3.348330577154509e+17,699.1,37.4,330043.28,823763.81,695611.31,783044.46,402334.79,338610.26,65039719356.65962,-18803078791.984917,-14368803998.619785
1053,1.5679442693587475e+17,570.52,21.83,215361.33,119340.21,239249.56,660811.63,227302.66,57466.22,1938537790.4272559,-13397259403.562843,-29373824230.182
1054,1.5099748148757322e+17,472.05,11.72,338453.77,23020.41,48440.01,88925.28,88223.01,136358.26,-13808534054.810844,-7512890704.321847,-7958706997.047254
1055,1.1832591157543645e+17,499.64,19.1,776186.92,612145.81,469092.84,992950.21,708958.13,571304.41,20847781360.53878,2856095295.8683376,5131081786.221241
1056,1.461096082556522e+17,277.29,30.62,243279.18,84921.54,883413.02,940688.41,299412.32,352301.78,17398026337.406082,-5846884630.993079,-904017422.0474648
1057,1.4102722861679182e+17,740.2,49.39,69619.19,887086.67,472528.59,948175.88,933967.21,880865.55,15925129584.579199,7836153014.471552,17063685493.9923
1058,6.289747623039009e+17,12.43,31.87,488462.64,693109.6,518693.46,557708.23,551638.09,373610.74,38362395610.05929,47016646839.668076,-19952354966.878056
1059,5.946784638744045e+17,441.66,28.68,768895.89,488720.73,279877.96,249482.65,861918.01,786758.06,-40147598482.42506,34504186685.42823,25734672670.416836
1060,4.130035589682794e+17,529.02,44.58,154456.37,154448.87,430117.4,626962.97,60836.28,673668.79,2421694782.107069,-57977582759.868484,7580448691.013948
1061,9.852979495892966e+17,120.08,9.72,578403.07,605341.04,687646.41,106278.06,350295.01,70240.45,-99026692459.58372,-35340879952.02977,-121905864164.7626
1062,2.4349775870039082e+17,498.66,15.46,672070.1,524504.39,385361.8,622231.43,797416.94,745980.18,7264983133.8664665,19632866090.272953,10814153351.962399
1063,6.68510988718913e+17,16.41,46.92,253556.01,188829.62,53790.92,310770.02,136242.73,391216.11,-34010795645.388237,-78039175717.35168,-12259450025.11738
1064,7.855713484478139e+17,929.82,26.2,842627.12,679309.29,123904.19,155054.41,809317.06,100685.49,-52185397284.26448,35421972252.83932,-98137679252.8736
1065,2.8719160627403072e+17,933.16,37.76,119855.11,735849.28,535317.85,518461.23,835237.44,238783.3,1542457197.6590052,33944064459.31685,-25419336789.898872
1066,1.1096228295342507e+17,531.74,48.18,535908.28,955696.71,799211.81,157096.08,340695.55,549934.06,-11434406810.615257,-9941040535.11364,4018619180.1455584
1067,4.555842331787831e+17,943.35,11.86,949951.98,7745.43,913426.08,391853.18,125622.92,807662.94,-8239523667.308208,-53230742336.012665,38584984026.74664
1068,2.133516249806449e+17,757.27,26.87,30557.44,811308.11,318434.16,147980.64,880976.72,330341.45,-10553959175.200497,14542355088.15696,-12994130484.330444
1069,3.5111841363842086e+17,932.18,43.82,63545.41,180182.81,489947.74,15625.87,402201.05,61883.96,-41834436013.591736,-5437042982.058744,-34540048482.61635
1070,1.929854759156655e+16,308.96,9.55,215750.48,190194.6,624899.45,891856.32,895542.86,880830.46,1437411745.6314921,1280162163.5326176,1519725606.3201776
1071,8.633642507103782e+17,614.37,17.48,561130.87,234198.58,261931.75,205235.17,646070.26,965169.17,-44982434996.481674,14170843121.683184,119635807723.53506
1072,7.253659299451496e+17,170.29,7.68,317181.43,805881.39,847723.71,81619.24,180676.58,111796.04,-89961033288.62852,-33308631430.820312,-60863334674.84141
1073,2.4132420074173174e+17,352.18,20.96,799708.18,189895.14,235881.29,759500.28,80586.02,950497.48,6578654272.48364,-24143417290.712456,24554801390.238304
1074,3.819901225616453e+17,380.64,9.59,364953.95,86648.68,624041.86,175528.32,928090.54,341745.77,-22325745333.39707,45985225081.55849,-8027791547.494197
1075,2.4172804481880957e+17,460.17,41.35,572998.46,662065.96,45298.88,205720.09,247185.36,403503.08,-21567827737.900677,-14539587743.051912,-4693031121.4451275
1076,4.9712487336385395e+17,489.78,49.56,925876.31,962589.16,661741.68,440497.49,47441.23,581672.02,-6280186139.334,-82343537653.38919,21729065065.17487
1077,8.361374011077747e+17,455.09,29.39,409248.42,765289.63,656824.59,899544.78,472277.5,181382.61,116648001736.0253,9552094890.57873,-64845241579.35416
1078,1.8446344633849078e+17,762.21,6.51,21415.75,613559.85,322662.56,764777.28,590990.17,174208.7,10404322870.515888,8193436889.7339325,-16227910278.683598
1079,9.201988177834225e+17,383.14,44.45,44254.19,554977.82,495515.48,139910.17,135245.14,864044.56,-64434311714.52322,-116992128142.50247,62491441083.025894
1080,7.131591622391561e+16,987.35,10.76,437151.56,823815.23,98486.93,432020.18,173814.24,35431.49,-678680417.153982,-4666745148.982487,-10288152334.278835
1081,6.227230287204274e+17,305.35,26.94,200044.42,942640.93,621410.61,671555.48,987898.04,661891.3,22241260242.564938,92457098628.90594,22624834807.986526
1082,7.314497703575453e+17,80.63,48.11,262405.42,812680.38,67671.85,199625.38,920933.74,291618.78,-34372988780.556885,91647134119.4764,-26260065146.118317
1083,6.918168840804095e+17,708.52,36.5,961179.23,985508.34,438725.0,370197.41,383971.72,920941.94,-17641564078.265465,-19846932709.827248,100392563171.40674
1084,6.523972180609981e+17,254.68,23.34,558156.75,672208.34,540691.91,161653.66,620703.04,593440.4,-81681623345.97684,14165089148.477894,15706455365.284046
1085,4.763313365951674e+17,178.84,7.28,668763.29,388073.78,446668.59,596697.54,847042.75,294536.63,49992904025.00673,80266018491.35098,205930028.06597158
1086,4.779859231873744e+17,284.02,42.64,346169.01,289764.24,887907.52,816819.55,377631.36,141415.83,31994281509.18225,-7962688208.082599,-44332615721.93945
1087,6.249867820904104e+17,470.21,31.42,200944.05,116710.62,554485.34,280858.88,297109.15,925396.77,-28088091493.4234,-22819247513.61783,68987215657.7765
1088,4.006837810240046e+16,760.11,46.26,110594.29,81011.36,831138.37,364905.45,27030.33,348022.03,-16028494311.320284,-4636309274.8425045,4783279101.942318
1089,9.644218328955302e+17,899.16,33.3,600082.16,916866.16,994164.22,245340.51,582808.18,898727.94,-95802605202.09637,8326167140.039483,119918449222.75848
1090,9.512019491996808e+17,192.34,44.62,876536.86,266530.26,503005.86,664419.76,454602.12,766159.3,-9421405805.186268,-6131780474.536909,51675117474.409706
1091,2.8612454004432493e+17,468.03,37.42,519126.77,417389.06,142984.02,670778.27,561324.91,668617.8,14827475271.122253,9799019176.63633,3666074349.70715
1092,3.002874531240726e+17,82.62,22.85,599636.0,480062.09,903359.82,137458.34,233086.58,396240.22,-37012152989.00313,-16826882453.186806,-4196328729.5841017
1093,2.3398955206161642e+17,554.19,5.45,797525.43,638313.01,758608.65,862119.49,411101.28,855819.13,24072301786.0271,-1203518921.2888155,19339183919.760056
1094,8.36058918793709e+17,993.72,19.3,328972.53,453709.59,129271.49,991381.38,351369.39,779080.32,119102414812.36176,-8126902774.338953,45638775658.712326
1095,6.5223439829090536e+16,993.63,29.27,678101.36,424682.37,698822.41,181967.51,1389.91,515896.58,-2070444879.2938428,-8437857324.140322,-574944807.02715
1096,7.050192488466012e+17,299.04,27.81,976345.68,282675.97,884013.56,294118.56,127801.66,667858.69,-32374929960.090233,-73309680484.22627,2842578999.80822
1097,2.3702840382003094e+17,588.76,25.02,908567.38,68488.68,404823.48,522044.56,519163.5,303738.2,-249913319.08212018,4221439362.2125063,-13263603479.493727
1098,6.877270368493887e+17,956.0,23.95,115226.04,282285.04,335021.67,71728.6,712544.13,851927.63,-89143481178.31386,15628559329.387167,46146079562.32182
1099,2.440736631015137e+17,697.83,17.18,558830.47,815544.41,674659.66,431462.45,225450.74,431436.07,-6438744247.37468,-15613880195.07095,-1274065608.3894033
1100,6.304162595495083e+16,784.6,42.43,279493.5,834737.58,947735.02,281145.2,649007.14,96514.17,-1764691440.6012237,1945088696.245202,-8193645684.17338
1101,2.8693078604749597e+17,574.62,23.3,268410.03,486484.92,288438.19,449696.43,958247.11,768366.36,1546490624.6306782,42760140758.18254,7799803410.488876
1102,8.641947571139762e+17,264.83,32.03,216906.72,887652.07,777201.66,931872.94,691207.98,240372.9,115305151776.75558,74978801436.57532,-53698754885.12845
1103,4.490424310280765e+17,323.76,19.15,305382.5,219761.71,961309.93,945639.53,300428.03,683439.04,81451870556.21158,-4450601723.679054,1894038493.8637986
1104,6.742978618195671e+17,431.57,24.97,943572.96,476289.87,860163.79,933091.94,726884.29,884969.4,71816335165.64339,6756444672.166963,48894109353.907745
1105,9.184905493648338e+17,451.54,5.28,545636.63,669888.56,340999.51,764562.84,31087.63,193188.05,37270973597.675095,-137246204523.82938,-60951231284.557014
1106,4.5449855301151264e+17,260.55,29.78,764279.49,425810.44,743620.91,275144.91,772591.35,721740.62,-72133099340.14896,-48588762455.09975,-7882848035.751635
1107,5.407158509952547e+16,86.43,7.07,39283.63,54773.97,679768.84,734722.07,23363.43,427727.03,3045247821.35052,-5570431932.895921,-2143842818.309848
1108,2.8947335186589005e+17,258.03,36.34,398880.73,660373.81,259017.22,616896.11,555885.52,63887.07,-6287027157.904997,-5127101416.519366,-70620446229.20105
1109,6.471843642263936e+17,632.58,22.16,716369.19,813820.41,278114.47,488492.23,447827.13,931133.63,1843066563.0619583,1013076803.1825403,96637689364.88132
1110,8.915208620191679e+17,353.53,47.87,429822.98,340810.04,898702.65,837263.48,247581.5,355725.82,80792825193.82846,-41404170404.32864,-26528763310.141476
